,powder1,powder2,fraction
0,v-3N37,v-N350,[[1.10606061]]
1,v-3N37,CFE PISTOL,[[1.12307692]]
2,v-3N37,v-N320,[[1.35185185]]
3,v-3N37,v-N340,[[1.17741935]]
4,v-3N37,R SILHOUETTE,[[1.15873016]]
5,v-3N37,WIN 244,[[1.46]]
6,v-3N37,R TRUE BLUE,[[1.23728814]]
7,v-3N37,HS6,[[1.04285714]]
8,v-3N37,IMR TARGET,[[1.65909091]]
9,v-3N37,WIN 572,[[1.23728814]]
10,v-3N37,UNIVERSAL,[[1.46]]
11,v-3N37,RAM ZIP,[[1.46]]
12,v-3N37,TITEGROUP,[[1.69767442]]
13,v-3N37,AUTOCOMP,[[1.25862069]]
14,v-3N37,HP38,[[1.58695652]]
15,v-3N37,WIN 231,[[1.58695652]]
16,v-3N37,SR7625,[[1.48979592]]
17,v-3N37,SR4756,[[1.32727273]]
18,v-3N37,IMR 700X,[[1.825]]
19,v-3N37,POWER PISTOL,[[1.25862069]]
20,v-3N37,CLAYS,[[1.825]]
21,v-3N37,IMR RED,[[1.825]]
22,v-3N37,UNIQUE,[[1.43137255]]
23,v-3N37,IMR PB,[[1.69767442]]
24,v-3N37,R COMPETITION,[[2.02777778]]
25,v-N350,CFE PISTOL,[[1.01538462]]
26,v-N350,v-N320,[[1.22222222]]
27,v-N350,v-N340,[[1.06451613]]
28,v-N350,R SILHOUETTE,[[1.04761905]]
29,v-N350,WIN 244,[[1.32]]
30,v-N350,R TRUE BLUE,[[1.11864407]]
31,v-N350,HS6,[[0.94285714]]
32,v-N350,IMR TARGET,[[1.5]]
33,v-N350,WIN 572,[[1.11864407]]
34,v-N350,UNIVERSAL,[[1.32]]
35,v-N350,RAM ZIP,[[1.32]]
36,v-N350,TITEGROUP,[[1.53488372]]
37,v-N350,AUTOCOMP,[[1.13793103]]
38,v-N350,HP38,[[1.43478261]]
39,v-N350,WIN 231,[[1.43478261]]
40,v-N350,SR7625,[[1.34693878]]
41,v-N350,SR4756,[[1.2]]
42,v-N350,IMR 700X,[[1.65]]
43,v-N350,POWER PISTOL,[[1.13793103]]
44,v-N350,CLAYS,[[1.65]]
45,v-N350,IMR RED,[[1.65]]
46,v-N350,UNIQUE,[[1.29411765]]
47,v-N350,IMR PB,[[1.53488372]]
48,v-N350,R COMPETITION,[[1.83333333]]
49,CFE PISTOL,v-N320,[[1.2037037]]
50,CFE PISTOL,v-N340,[[1.0483871]]
51,CFE PISTOL,R SILHOUETTE,[[1.03174603]]
52,CFE PISTOL,WIN 244,[[1.3]]
53,CFE PISTOL,R TRUE BLUE,[[1.10169492]]
54,CFE PISTOL,HS6,[[0.92857143]]
55,CFE PISTOL,IMR TARGET,[[1.47727273]]
56,CFE PISTOL,WIN 572,[[1.10169492]]
57,CFE PISTOL,UNIVERSAL,[[1.3]]
58,CFE PISTOL,RAM ZIP,[[1.3]]
59,CFE PISTOL,TITEGROUP,[[1.51162791]]
60,CFE PISTOL,AUTOCOMP,[[1.12068966]]
61,CFE PISTOL,HP38,[[1.41304348]]
62,CFE PISTOL,WIN 231,[[1.41304348]]
63,CFE PISTOL,SR7625,[[1.32653061]]
64,CFE PISTOL,SR4756,[[1.18181818]]
65,CFE PISTOL,IMR 700X,[[1.625]]
66,CFE PISTOL,POWER PISTOL,[[1.12068966]]
67,CFE PISTOL,CLAYS,[[1.625]]
68,CFE PISTOL,IMR RED,[[1.625]]
69,CFE PISTOL,UNIQUE,[[1.2745098]]
70,CFE PISTOL,IMR PB,[[1.51162791]]
71,CFE PISTOL,R COMPETITION,[[1.80555556]]
72,v-N320,v-N340,[[0.87096774]]
73,v-N320,R SILHOUETTE,[[0.85714286]]
74,v-N320,WIN 244,[[1.08]]
75,v-N320,R TRUE BLUE,[[0.91525424]]
76,v-N320,HS6,[[0.77142857]]
77,v-N320,IMR TARGET,[[1.22727273]]
78,v-N320,WIN 572,[[0.91525424]]
79,v-N320,UNIVERSAL,[[1.08]]
80,v-N320,RAM ZIP,[[1.08]]
81,v-N320,TITEGROUP,[[1.25581395]]
82,v-N320,AUTOCOMP,[[0.93103448]]
83,v-N320,HP38,[[1.17391304]]
84,v-N320,WIN 231,[[1.17391304]]
85,v-N320,SR7625,[[1.10204082]]
86,v-N320,SR4756,[[0.98181818]]
87,v-N320,IMR 700X,[[1.35]]
88,v-N320,POWER PISTOL,[[0.93103448]]
89,v-N320,CLAYS,[[1.35]]
90,v-N320,IMR RED,[[1.35]]
91,v-N320,UNIQUE,[[1.05882353]]
92,v-N320,IMR PB,[[1.25581395]]
93,v-N320,R COMPETITION,[[1.5]]
94,v-N340,R SILHOUETTE,[[0.98412698]]
95,v-N340,WIN 244,[[1.24]]
96,v-N340,R TRUE BLUE,[[1.05084746]]
97,v-N340,HS6,[[0.88571429]]
98,v-N340,IMR TARGET,[[1.40909091]]
99,v-N340,WIN 572,[[1.05084746]]
100,v-N340,UNIVERSAL,[[1.24]]
101,v-N340,RAM ZIP,[[1.24]]
102,v-N340,TITEGROUP,[[1.44186047]]
103,v-N340,AUTOCOMP,[[1.06896552]]
104,v-N340,HP38,[[1.34782609]]
105,v-N340,WIN 231,[[1.34782609]]
106,v-N340,SR7625,[[1.26530612]]
107,v-N340,SR4756,[[1.12727273]]
108,v-N340,IMR 700X,[[1.55]]
109,v-N340,POWER PISTOL,[[1.06896552]]
110,v-N340,CLAYS,[[1.55]]
111,v-N340,IMR RED,[[1.55]]
112,v-N340,UNIQUE,[[1.21568627]]
113,v-N340,IMR PB,[[1.44186047]]
114,v-N340,R COMPETITION,[[1.72222222]]
115,R SILHOUETTE,WIN 244,[[1.26]]
116,R SILHOUETTE,R TRUE BLUE,[[1.06779661]]
117,R SILHOUETTE,HS6,[[0.9]]
118,R SILHOUETTE,IMR TARGET,[[1.43181818]]
119,R SILHOUETTE,WIN 572,[[1.06779661]]
120,R SILHOUETTE,UNIVERSAL,[[1.26]]
121,R SILHOUETTE,RAM ZIP,[[1.26]]
122,R SILHOUETTE,TITEGROUP,[[1.46511628]]
123,R SILHOUETTE,AUTOCOMP,[[1.0862069]]
124,R SILHOUETTE,HP38,[[1.36956522]]
125,R SILHOUETTE,WIN 231,[[1.36956522]]
126,R SILHOUETTE,SR7625,[[1.28571429]]
127,R SILHOUETTE,SR4756,[[1.14545455]]
128,R SILHOUETTE,IMR 700X,[[1.575]]
129,R SILHOUETTE,POWER PISTOL,[[1.0862069]]
130,R SILHOUETTE,CLAYS,[[1.575]]
131,R SILHOUETTE,IMR RED,[[1.575]]
132,R SILHOUETTE,UNIQUE,[[1.23529412]]
133,R SILHOUETTE,IMR PB,[[1.46511628]]
134,R SILHOUETTE,R COMPETITION,[[1.75]]
135,WIN 244,R TRUE BLUE,[[0.84745763]]
136,WIN 244,HS6,[[0.71428571]]
137,WIN 244,IMR TARGET,[[1.13636364]]
138,WIN 244,WIN 572,[[0.84745763]]
139,WIN 244,UNIVERSAL,[[1.]]
140,WIN 244,RAM ZIP,[[1.]]
141,WIN 244,TITEGROUP,[[1.1627907]]
142,WIN 244,AUTOCOMP,[[0.86206897]]
143,WIN 244,HP38,[[1.08695652]]
144,WIN 244,WIN 231,[[1.08695652]]
145,WIN 244,SR7625,[[1.02040816]]
146,WIN 244,SR4756,[[0.90909091]]
147,WIN 244,IMR 700X,[[1.25]]
148,WIN 244,POWER PISTOL,[[0.86206897]]
149,WIN 244,CLAYS,[[1.25]]
150,WIN 244,IMR RED,[[1.25]]
151,WIN 244,UNIQUE,[[0.98039216]]
152,WIN 244,IMR PB,[[1.1627907]]
153,WIN 244,R COMPETITION,[[1.38888889]]
154,R TRUE BLUE,HS6,[[0.84285714]]
155,R TRUE BLUE,IMR TARGET,[[1.34090909]]
156,R TRUE BLUE,WIN 572,[[1.]]
157,R TRUE BLUE,UNIVERSAL,[[1.18]]
158,R TRUE BLUE,RAM ZIP,[[1.18]]
159,R TRUE BLUE,TITEGROUP,[[1.37209302]]
160,R TRUE BLUE,AUTOCOMP,[[1.01724138]]
161,R TRUE BLUE,HP38,[[1.2826087]]
162,R TRUE BLUE,WIN 231,[[1.2826087]]
163,R TRUE BLUE,SR7625,[[1.20408163]]
164,R TRUE BLUE,SR4756,[[1.07272727]]
165,R TRUE BLUE,IMR 700X,[[1.475]]
166,R TRUE BLUE,POWER PISTOL,[[1.01724138]]
167,R TRUE BLUE,CLAYS,[[1.475]]
168,R TRUE BLUE,IMR RED,[[1.475]]
169,R TRUE BLUE,UNIQUE,[[1.15686275]]
170,R TRUE BLUE,IMR PB,[[1.37209302]]
171,R TRUE BLUE,R COMPETITION,[[1.63888889]]
172,HS6,IMR TARGET,[[1.59090909]]
173,HS6,WIN 572,[[1.18644068]]
174,HS6,UNIVERSAL,[[1.4]]
175,HS6,RAM ZIP,[[1.4]]
176,HS6,TITEGROUP,[[1.62790698]]
177,HS6,AUTOCOMP,[[1.20689655]]
178,HS6,HP38,[[1.52173913]]
179,HS6,WIN 231,[[1.52173913]]
180,HS6,SR7625,[[1.42857143]]
181,HS6,SR4756,[[1.27272727]]
182,HS6,IMR 700X,[[1.75]]
183,HS6,POWER PISTOL,[[1.20689655]]
184,HS6,CLAYS,[[1.75]]
185,HS6,IMR RED,[[1.75]]
